Date,Symbol,Prev Close,Open,High,Low,Close,VWAP,Volume,Turnover,Company,Daily_Return,Volatility,Momentum_5,MA20,MA50,MA252,MA20_Ratio,MA50_Ratio,MA252_Ratio,Future_Close_63,Future_Close_126,Future_Close_252,Future_Return_63,Future_Return_126,Future_Return_252,Future_Close_630,Future_Close_1260,Future_Return_630,Future_Return_1260
2016-03-28,NTPC,127.35,128.0,130.25,127.25,129.15,128.52,5268964,67714434040000.0,NTPC,0.8984375000000044,2.3228803716608595,1.8131651556957173,125.87,129.25,134.05694444444444,1.0260586319218241,0.9992263056092844,0.9633965665502845,148.0,149.45,164.65,14.595431668602396,15.7181571815718,27.487417731320168,163.15,102.45,26.32597754548974,-20.67363530778165
2016-03-28,ONGC,214.6,216.5,218.7,212.4,213.95,214.29,4803983,102944469770000.0,ONGC,-1.1778290993071645,2.944613227389569,0.8009422850412173,206.9475,211.08599999999998,259.709126984127,1.0338370842846616,1.0135679296590017,0.823806242331546,211.35,250.15,185.8,-1.215237204954426,16.919841084365515,-13.157279738256591,152.95,108.15,-28.51133442393083,-49.450806263145594
2016-03-28,POWERGRID,137.45,137.9,140.0,136.5,139.1,138.75,4889080,67838221175000.0,POWERGRID,0.8701957940536538,2.516175413371675,0.7971014492753614,136.90500000000003,138.916,138.09007936507936,1.0160330155947552,1.001324541449509,1.0073134915959505,155.45,173.4,196.2,11.754133716750536,24.658519051042425,41.049604601006465,185.7,220.05,33.50107836089144,58.195542774982044
2016-03-28,RELIANCE,1029.2,1030.0,1031.7,1015.65,1020.4,1022.77,4130553,422462494865000.0,RELIANCE,-0.9320388349514585,1.572912583300673,0.4330708661417271,1009.9024999999999,995.337,942.6672619047619,1.0103945677924355,1.025180416281119,1.0824604197436227,957.8,1072.45,1374.65,-6.134849078792633,5.100940807526467,34.716777734221886,1087.8,1994.5,6.605252842022733,95.4625637005096
2016-03-28,SBIN,196.6,195.8,198.25,187.65,188.3,192.01,19760603,379432227650000.0,SBIN,-3.8304392236976508,5.629314922995217,1.0464180305876036,180.85999999999999,175.25400000000002,239.3029761904762,1.0411367908879798,1.0744405263217958,0.7868686089809442,215.9,247.25,293.15,14.657461497610191,31.306425916091335,55.682421667551765,262.15,353.5,39.21933085501857,87.73234200743494
2016-03-28,SHREECEM,12497.95,12600.0,12794.85,12111.0,12235.4,12407.94,7311,9071444935000.0,SHREECEM,-2.8936507936507967,5.5891102865456,5.033006841730248,11371.525,10708.118999999999,11081.02380952381,1.075968262831942,1.142628317821272,1.1041759507351694,14212.75,16988.9,17169.65,16.160893799957503,38.85038494859181,40.32765581836313,14823.75,27910.5,21.154600585187247,128.11268940941858
2016-03-28,SUNPHARMA,846.2,846.0,846.0,803.0,809.25,817.43,4596334,375715940840000.0,SUNPHARMA,-4.343971631205674,5.313561940067965,-2.1758839528558505,851.135,840.0559999999999,871.4718253968254,0.9507892402497842,0.9633286352338416,0.9286014491994705,765.1,735.85,692.4,-5.455668829162802,-9.070126660488103,-14.439295644114924,586.7,654.45,-27.50077232004942,-19.128822984244664
2016-03-28,TATAMOTORS,377.0,375.5,375.5,361.5,363.3,368.2,8062793,296874454955000.0,TATAMOTORS,-3.24900133155792,3.8535645472061653,0.6650041562759945,345.71999999999997,333.51599999999996,399.52698412698413,1.050850399166956,1.089303061922067,0.9093253132672764,440.4,526.3,470.4,21.222130470685375,44.86650151390034,29.47976878612716,182.95,293.85,-49.64216900633086,-19.116432700247728
2016-03-28,TATASTEEL,317.2,318.4,318.4,297.4,299.15,305.59,9069782,277160306515000.0,TATASTEEL,-6.045854271356784,7.01988968744777,1.0983440351470142,287.41499999999996,259.69,272.3583333333333,1.0408294626237322,1.1519504024028648,1.098369182755561,311.5,368.8,485.85,4.12836369714191,23.282634130035113,62.41016212602375,555.15,1034.0,85.57579809460137,245.6459969914759
2016-03-28,TCS,2473.8,2491.0,2517.15,2461.55,2473.4,2478.01,1660441,411458254710000.0,TCS,-0.7065435568044925,2.247917845880161,5.159329095895071,2350.3925000000004,2323.891,2483.1938492063496,1.0523348759834792,1.0643356336420253,0.9960559465748194,2463.95,2437.8,2411.7,-0.3820651734454707,-1.4393143041966487,-2.4945419260936474,1979.95,3035.65,-19.950270882186466,22.731867065577745
2016-03-28,TECHM,479.9,482.0,485.25,464.0,474.7,471.04,3609846,170039067870000.0,TECHM,-1.5145228215767659,4.4765114809353275,-2.475603492552647,459.6,467.07099999999997,537.3349206349206,1.0328546562228023,1.0163337051540344,0.8834341148702739,501.0,427.15,453.1,5.540341268169373,-10.0168527491047,-4.550242258268373,695.45,960.4,46.50305456077524,102.31725300189593
2016-03-28,TITAN,352.7,356.7,357.0,325.0,327.4,335.18,1417021,47496221765000.0,TITAN,-8.214185590131768,9.773976786805132,-3.564064801178213,338.59250000000003,344.5160000000001,354.2021825396826,0.9669440404025487,0.9503187079845345,0.9243308374118223,389.9,393.15,459.35,19.089798411728772,20.08246792913867,40.3023824068418,778.9,1491.65,137.90470372632865,355.6047648136836
2016-03-28,ULTRACEMCO,3198.45,3205.0,3231.2,3155.05,3176.95,3205.44,494567,158530420585000.0,ULTRACEMCO,-0.8751950078003177,2.396953052455961,4.884450313634847,2994.15,2852.4570000000003,2885.3222222222225,1.0610523854850291,1.113759120645815,1.1010728630347466,3400.8,3861.3,4026.75,7.04606619556494,21.541100741277024,26.748925856560547,3688.75,6278.95,16.109790837123665,97.64081902453611
2016-03-28,UPL,456.35,461.0,465.2,447.65,451.65,456.76,975892,44575191960000.0,UPL,-2.0281995661605254,3.8857522417801422,3.281500114337965,428.34499999999997,411.20099999999996,471.05575396825395,1.0544070784064248,1.0983679514398068,0.9588037004011168,546.15,650.3,735.45,20.92328130189306,43.983172810804824,62.836267020923295,605.15,606.9,33.98649396656703,34.37396213882431
2016-03-28,VEDL,96.85,97.35,97.35,87.35,87.95,90.64,32066089,290639957525000.0,VEDL,-9.655880842321512,11.370096645821489,1.971014492753631,85.36,75.974,124.19940476190476,1.0303420805998127,1.1576328744044015,0.7081354388823656,123.15,168.6,272.7,40.02274019329165,91.69982944855029,210.06253553155202,207.9,257.25,136.38430926662878,192.49573621375782
2016-03-28,WIPRO,555.75,558.55,563.6,549.3,556.15,553.95,1457996,80765942675000.0,WIPRO,-0.42968400322262595,2.571248763822722,3.1435459940652777,540.8925,542.7510000000001,563.3003968253969,1.0282080080607514,1.0246871954174195,0.9873062457159723,542.4,472.2,507.1,-2.4723545805987595,-15.09484851209206,-8.819563067517748,313.05,492.75,-43.711228984986064,-11.39980221163355
2016-03-28,ZEEL,388.5,392.0,393.0,385.1,387.65,388.06,2045328,79370774695000.0,ZEEL,-1.1096938775510263,2.0379208048497297,0.1679586563307467,389.84,391.75300000000004,378.69265873015877,0.9943823106915658,0.9895265639318651,1.023653326948236,436.9,549.7,528.55,12.70475944795563,41.80317296530377,36.347220430800974,463.9,185.6,19.669805236682574,-52.121759318973304
